IdAgente,IdeCnjUndCnm,CodigoMunicipio,DatInicioInterrupcao,QtdInterProgramada,QtdInterNaoProgramada,Faixa
5160.0,12671.0,5300108.0,2023-12-02,59.0,0.0,06:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,61.0,0.0,06:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,61.0,0.0,07:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,61.0,0.0,07:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,61.0,0.0,08:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,3.0,0.0,08:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,5.0,16.0,09:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,5.0,16.0,09:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,1.0,16.0,10:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,2.0,16.0,10:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,3.0,0.0,11:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,4.0,0.0,11:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,4.0,0.0,12:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,5.0,0.0,12:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,3.0,0.0,13:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,3.0,0.0,13:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,2.0,0.0,14:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,1.0,0.0,14:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,1.0,0.0,15:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,1.0,0.0,15:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,1.0,0.0,16:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,2.0,0.0,17:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,2.0,0.0,17:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,3.0,0.0,18:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,5.0,0.0,18:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,5.0,0.0,19:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,4.0,0.0,19:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,3.0,0.0,20:00:00.0000000
